id,label,group,nodesize
p_PAG1,p_PAG1,4,6
p_TXNDC5,p_TXNDC5,4,6
p_CLEC4D,p_CLEC4D,4,6
p_LY75,p_LY75,4,6
p_FAM3C,p_FAM3C,4,6
p_NTF4,p_NTF4,4,5
p_GRAP2,p_GRAP2,4,5
p_VEGFA,p_VEGFA,4,5
p_CNTNAP2,p_CNTNAP2,4,5
p_SH2D1A,p_SH2D1A,4,5
p_TNFRSF9,p_TNFRSF9,4,5
p_Flt3L,p_Flt3L,4,5
p_TINAGL1,p_TINAGL1,4,5
p_APLP1,p_APLP1,4,5
p_CLMP,p_CLMP,4,4
p_FCRL1,p_FCRL1,4,4
p_PSIP1,p_PSIP1,4,4
p_DCTN1,p_DCTN1,4,3
p_PD-L1,p_PD-L1,4,3
p_CCL3,p_CCL3,4,3
p_EGLN1,p_EGLN1,4,3
p_NFATC3,p_NFATC3,4,3
p_FGF-21,p_FGF-21,4,3
p_SNAP23,p_SNAP23,4,3
p_CXADR,p_CXADR,4,3
p_TRIM21,p_TRIM21,4,3
p_KLK10,p_KLK10,4,2
p_ADGRE2,p_ADGRE2,4,2
p_MILR1,p_MILR1,4,2
p_CD6,p_CD6,4,2
p_MCP-2,p_MCP-2,4,2
p_GLRX,p_GLRX,4,1
p_CCL19,p_CCL19,4,1
p_OSM,p_OSM,4,1
p_BACH1,p_BACH1,4,1
p_CLEC4A,p_CLEC4A,4,1
p_IL10,p_IL10,4,1
p_HCLS1,p_HCLS1,4,1
p_NPTXR,p_NPTXR,4,1
p_MCP4,p_MCP4,4,1
p_GALNT3,p_GALNT3,4,1
p_CRKL,p_CRKL,4,1
p_CX3CL1,p_CX3CL1,4,1
p_DPP7,p_DPP7,4,1
p_TNFSF14,p_TNFSF14,4,1
p_GHRL,p_GHRL,4,1
p_METRNL,p_METRNL,4,1
p_TRIM5,p_TRIM5,4,1
LYSINE-N-N-O-TMS_1-1M/z102,LYSINE-N-N-O-TMS_1-1M/z102,5,30
Tryptophan_Ri2161Mz202,Tryptophan_Ri2161Mz202,5,19
ISOLEUCINE-N-O-TMS-1M/z233,ISOLEUCINE-N-O-TMS-1M/z233,5,17
URICACID-N-O-O-O-TMS-1M/z72,URICACID-N-O-O-O-TMS-1M/z72,5,17
NAPROXEN-TMS-1M/z303,NAPROXEN-TMS-1M/z303,5,17
GLUTAMINE-N-N-O-TMS_1-1M/z347,GLUTAMINE-N-N-O-TMS_1-1M/z347,5,15
GLYCINE-N-N-O-TMS-1M/z246,GLYCINE-N-N-O-TMS-1M/z246,5,15
HYPOXANTHINE-2TMS-1M/z282,HYPOXANTHINE-2TMS-1M/z282,5,15
TRYPTOPHAN-N-N-O-TMS-1M/z303,TRYPTOPHAN-N-N-O-TMS-1M/z303,5,15
2-AMINOBUTYRICACID-O-N-TMS-1M/z130,2-AMINOBUTYRICACID-O-N-TMS-1M/z130,5,14
N-ACETYLGLUCOSAMINE-MEOXN-O-O-O-O-TMS_2-1M/z159,N-ACETYLGLUCOSAMINE-MEOXN-O-O-O-O-TMS_2-1M/z159,5,13
ORNITHINE-N-N-N-O-TMS_2-1M/z420,ORNITHINE-N-N-N-O-TMS_2-1M/z420,5,12
MALTOSE-MEOX8TMS_1-1M/z361,MALTOSE-MEOX8TMS_1-1M/z361,5,11
ALANINE-N-O-TMS-1M/z192,ALANINE-N-O-TMS-1M/z192,5,11
FRUCTOSE-MEOX5TMS_1-1M/z366,FRUCTOSE-MEOX5TMS_1-1M/z366,5,10
OCTADECENOICACID-9-(E)-TMS-1M/z339,OCTADECENOICACID-9-(E)-TMS-1M/z339,5,10
TYROSINE-N-O-O-TMS-1M/z382,TYROSINE-N-O-O-TMS-1M/z382,5,10
GALACTURONICACID-MEOX5TMS_2-1M/z334,GALACTURONICACID-MEOX5TMS_2-1M/z334,5,9
CELLOBIOSE-MEOX8TMS_2-1M/z361,CELLOBIOSE-MEOX8TMS_2-1M/z361,5,9
1-MONOPALMITOYLGLYCEROL-2TMS-1M/z371,1-MONOPALMITOYLGLYCEROL-2TMS-1M/z371,5,9
Benzenebutanoic_acid_Ri2182Mz192,Benzenebutanoic_acid_Ri2182Mz192,5,9
GLUCURONICACID-MEOX5TMS_2-1M/z334,GLUCURONICACID-MEOX5TMS_2-1M/z334,5,8
GAMMA-TOCOPHEROL-TMS-1,GAMMA-TOCOPHEROL-TMS-1,5,8
ISOERYTHRITOL-4TMS-1M/z277,ISOERYTHRITOL-4TMS-1M/z277,5,8
SALICYLICACID-2TMS-1M/z268,SALICYLICACID-2TMS-1M/z268,5,8
BETA-ALANINE-N-N-O-TMS-1M/z304,BETA-ALANINE-N-N-O-TMS-1M/z304,5,8
ASPARAGINE-N-N-O-TMS-1M/z231,ASPARAGINE-N-N-O-TMS-1M/z231,5,7
CITRULLINE-3TMS_1(Ornthine)-1,CITRULLINE-3TMS_1(Ornthine)-1,5,7
LYSINE-N-N-O-TMS_3-1,LYSINE-N-N-O-TMS_3-1,5,7
CITRICACID-4TMS-1M/z465,CITRICACID-4TMS-1M/z465,5,7
SERINE-N-O-O-TMS-1M/z307,SERINE-N-O-O-TMS-1M/z307,5,7
OCTADECENOICACID--9-(Z)-TMS-1M/z222,OCTADECENOICACID--9-(Z)-TMS-1M/z222,5,7
ALPHA-TOCOPHEROL-TMS-1M/z504,ALPHA-TOCOPHEROL-TMS-1M/z504,5,7
Myo_Inositol_phosphate_Ri2399Mz299,Myo_Inositol_phosphate_Ri2399Mz299,5,7
ERYTHRITOL-4TMS-1M/z277,ERYTHRITOL-4TMS-1M/z277,5,7
LYSINE-N-N-N-O-TMS_2-1,LYSINE-N-N-N-O-TMS_2-1,5,6
METHYLHISTIDINE-2TMS-1M/z168,METHYLHISTIDINE-2TMS-1M/z168,5,6
LACTOSE-MEOX8TMS_1-1M/z204,LACTOSE-MEOX8TMS_1-1M/z204,5,6
ISOCITRICACID-4TMS-1M/z466,ISOCITRICACID-4TMS-1M/z466,5,6
PHENYLALANINE-N-O-TMS-1M/z268,PHENYLALANINE-N-O-TMS-1M/z268,5,6
SORBOSE-MEOX5TMS_2-1,SORBOSE-MEOX5TMS_2-1,5,5
CYSTINE-N-N-O-O-TMS-1M/z297,CYSTINE-N-N-O-O-TMS-1M/z297,5,5
MALICACID-3TMS-1M/z245,MALICACID-3TMS-1M/z245,5,5
SORBOSE-MEOX5TMS_1-1M/z364,SORBOSE-MEOX5TMS_1-1M/z364,5,5
HEPTADECANOICACID-TMS-1M/z132,HEPTADECANOICACID-TMS-1M/z132,5,5
INOSITOL-scyllo-6TMS-1M/z432,INOSITOL-scyllo-6TMS-1M/z432,5,4
VALINE-N-O-TMS-1M/z246,VALINE-N-O-TMS-1M/z246,5,4
THREONINE-N-O-O-TMS-1M/z293,THREONINE-N-O-O-TMS-1M/z293,5,4
INOSINE-4TMS-1M/z217,INOSINE-4TMS-1M/z217,5,4
FUMARICACID-2TMS-1M/z246,FUMARICACID-2TMS-1M/z246,5,4
CHOLESTEROL-TMS-1M/z247,CHOLESTEROL-TMS-1M/z247,5,4
HEXADECANOICACID-TMS-1M/z171,HEXADECANOICACID-TMS-1M/z171,5,4
OCTADECANOICACID-TMS-1M/z313,OCTADECANOICACID-TMS-1M/z313,5,4
LEUCINE-N-O-TMS-1M/z158,LEUCINE-N-O-TMS-1M/z158,5,3
ORNITHINE-N-N-O-TMS_1-1M/z144,ORNITHINE-N-N-O-TMS_1-1M/z144,5,3
1-PALMITOYL-sn-GLYCERO-3-PHOSPHOCHOLINE-TMSderivative-1M/z301,1-PALMITOYL-sn-GLYCERO-3-PHOSPHOCHOLINE-TMSderivative-1M/z301,5,3
LYXOSE-MEOX4TMS_1-1M/z104,LYXOSE-MEOX4TMS_1-1M/z104,5,3
PYROGLUTAMICACID-N-O-TMS-1M/z159,PYROGLUTAMICACID-N-O-TMS-1M/z159,5,3
CYSTEINE-N-O-S-TMS-1M/z218,CYSTEINE-N-O-S-TMS-1M/z218,5,3
3-HYDROXYBUTYRICACID-2TMS-1M/z204,3-HYDROXYBUTYRICACID-2TMS-1M/z204,5,3
Kynuerine_Mz192Time:373.01to374.92Mass:192to192,Kynuerine_Mz192Time:373.01to374.92Mass:192to192,5,2
GLYCERICACID-3TMS-1M/z307,GLYCERICACID-3TMS-1M/z307,5,2
LAMINARIBIOSE-MEOX8TMS_2-1M/z361,LAMINARIBIOSE-MEOX8TMS_2-1M/z361,5,2
ACONITICACID-trans-3TMS-1,ACONITICACID-trans-3TMS-1,5,2
BETA-ALANINE-N-O-TMS-1M/z218,BETA-ALANINE-N-O-TMS-1M/z218,5,2
ADENOSINE-5-MONOPHOSPHATE-5TMS-1M/z230,ADENOSINE-5-MONOPHOSPHATE-5TMS-1M/z230,5,2
SUCROSE-8TMS-1M/z362,SUCROSE-8TMS-1M/z362,5,2
OCTADECADIENOICACID-9-12-(Z-Z)-TMS-1M/z337,OCTADECADIENOICACID-9-12-(Z-Z)-TMS-1M/z337,5,1
BENZOICACID-TMS-1,BENZOICACID-TMS-1,5,1
DODECANOICACID-TMS-1M/z257,DODECANOICACID-TMS-1M/z257,5,1
LAMINARIBIOSE-MEOX8TMS_1-1M/z217,LAMINARIBIOSE-MEOX8TMS_1-1M/z217,5,1
CREATININE-3TMS-1M/z329,CREATININE-3TMS-1M/z329,5,0
ACETAMINOPHEN-2TMS-1M/z297,ACETAMINOPHEN-2TMS-1M/z297,5,0
